PC1,Converted
39844.845762425684,1
39843.7386322408,1
39842.99912410241,0
39825.36386479065,0
39821.32759028289,0
39813.42717408168,0
39787.35525104869,0
39773.370496292366,0
39759.78006753302,1
39756.327610476525,0
39750.39858940651,0
39749.32906011888,0
39722.756736156414,1
39711.3276027618,0
39707.38004507986,0
39698.327602585894,0
39691.327578759054,1
39686.539568495355,0
39671.25108172314,0
39663.327613159316,0
39644.422401259886,0
39606.629089084454,0
39600.54529071145,0
39589.36862501537,0
39587.35479232832,0
39565.32762097556,0
39554.85777072969,1
39540.440546881524,0
39534.348097668146,0
39526.34810525831,1
39509.32762567769,0
39496.32761039899,1
39493.327627492836,0
39492.97819928464,0
39479.32760115864,1
39476.38671434915,0
39471.39194398292,0
39455.90678088402,1
39432.34431842656,0
39405.32763024082,1
39400.40243751858,0
39397.32764396793,0
39391.40863789106,0
39387.361498038284,0
39382.71390623215,0
39374.790565343224,1
39371.46012042742,0
39370.32764144661,0
39338.71298830677,0
39337.32764188887,0
39327.69959111279,1
39322.91153724701,1
39316.02728676959,0
39304.44818248856,0
39303.32763229392,1
39294.98394477717,1
39292.359191583004,0
39289.50483556639,0
39281.10680963844,1
39274.50674469536,0
39268.42957350821,1
39259.32765073748,0
39224.32765800948,0
39223.37203876907,0
39213.327660908224,0
39211.5015211252,0
39210.458170850994,1
39196.412960391026,0
39193.68640340294,0
39192.968708527624,0
39189.45963426761,0
39173.3705467612,0
39170.3276690878,0
39167.94158456824,1
39165.44488297019,0
39156.382969873026,0
39151.327666291036,0
39142.55248803005,1
39138.51580685179,0
39087.32767355151,0
39082.32767246803,0
39076.972534042085,1
39070.85253059375,1
39044.32767512824,0
39042.93158161931,0
39024.972553249565,1
38996.0711380603,1
38987.864912889316,1
38937.96636326809,1
38931.44676555891,0
38907.44677779975,0
38889.44582735165,0
38883.51917142433,0
38860.43963934458,0
38847.38727680035,0
38842.4401160921,0
38841.38018790062,0
38826.45396215806,0
38764.37967486039,0
38760.37439645047,0
38751.47778126935,0
38747.489181762445,0
38727.4282158874,0
38710.66252241284,1
38700.522114981315,0
38697.50209107995,0
38609.37825561932,0
38604.85112583602,1
38593.473581610946,0
38588.465898167575,0
38583.43260891561,0
38577.43969811255,1
38547.33968074212,0
38534.548290157574,0
38530.51729760412,0
38505.62447079539,0
38496.461588877486,0
38493.34965869505,0
38477.32773716841,0
38477.02692772355,1
38472.620680280845,0
38469.5297136578,0
38450.32920355024,0
38439.358268456184,0
38389.378713464015,1
38380.39922438108,0
38368.64353864547,0
38363.32773334766,1
38352.32775693352,1
38333.32773840183,1
38331.327757665305,1
38321.41590191191,0
38308.480677606305,0
38307.97407070361,1
38304.016923695686,0
38268.79923244228,1
38261.348742949776,0
38248.35447053437,0
38241.00024146703,0
38238.50590285368,0
38234.68306532339,1
38217.32777224865,1
38216.41113615921,0
38215.501622117124,0
38214.37637214642,0
38193.44592462678,0
38190.495003993856,0
38186.45495091879,1
38182.441149043385,0
38177.40875247761,0
38171.35598307615,0
38163.425417170045,1
38162.39928265428,0
38160.92314437113,1
38153.44924362283,0
38149.40066790802,0
38148.3277577383,1
38145.32777711528,0
38134.431146215065,0
38126.32777927071,0
38098.32876244967,0
38092.32778642932,0
38088.49212859769,0
38081.32776533917,1
38071.41495368339,0
38067.32779421762,0
38052.41402985703,0
38051.650235622306,0
38038.39163030451,0
38035.53356535034,0
38022.327798304264,1
38017.516430514515,0
38003.40544788737,0
38002.32779829006,0
37986.32777218276,1
37977.0378993107,1
37973.33399692178,0
37971.39120006631,0
37970.7207275196,0
37967.43118202477,0
37965.327808071976,0
37951.38020316826,0
37945.37544852239,0
37944.987431643414,1
37939.53835390578,0
37937.10888456274,0
37933.60310300696,1
37930.33877388004,0
37922.327807365684,1
37914.43976592226,0
37902.44261358504,0
37890.36354505597,0
37889.5369323825,0
37889.03790665476,0
37886.32780421444,1
37882.327806951245,0
37879.45262850984,0
37876.55930073315,0
37872.76264375821,1
37847.32781092182,0
37836.32781547122,1
37835.37164308631,0
37832.48647459014,0
37822.376006139675,0
37817.00837775518,0
37782.38837002672,0
37779.50025899906,0
37766.8669538548,0
37758.32782101852,0
37745.387360584806,0
37729.8097934298,1
37725.497878947644,0
37720.327828630805,1
37719.43835144129,0
37705.722656867234,1
37697.669356370345,0
37680.903149350546,1
37654.07888788672,0
37642.41599512054,0
37633.38832613535,0
37620.46266558848,0
37597.49982196209,0
37535.515516038286,0
37523.49316265818,0
37514.39124499762,0
37470.39979814249,0
37424.47455265175,0
37405.88605923997,1
37390.412671419675,0
37388.14321734174,1
37385.606535124476,0
37383.34740088845,0
37378.96703976416,1
37339.32787020272,0
37336.86373456416,1
37330.50561134156,1
37310.47840077558,0
37304.1751681125,1
37302.32787440019,0
37293.94462241919,0
37290.879394271295,0
37282.988451448386,1
37281.10943841818,0
37267.43553396792,0
37264.61267337529,1
37252.943220895366,1
37245.750858051935,1
37240.44314817723,0
37226.48603820475,0
37206.970827031415,1
37204.419385648915,0
37163.522725851624,0
37153.34552530188,0
37137.62701067317,1
37130.360273104045,0
37128.511324783554,0
37127.32789031917,0
37125.94277666567,1
37102.44173509744,0
37094.67368575942,0
37089.375168705825,0
37086.84798550722,1
37065.52509654185,0
37057.876563122496,1
37035.402221481316,0
37029.47318964801,0
36984.72988827643,1
36985.3279320678,0
36986.33317755489,0
36987.32791902125,0
36988.39032673673,0
36989.38937971764,0
36990.3369926461,0
36993.050413122284,0
36993.3431779074,0
36994.32791264262,0
36995.327923698234,0
36997.09373815043,1
36997.37699085369,0
36998.80990702938,1
36999.327912075445,0
37000.32790637738,1
37001.49225287652,0
37002.3279133857,0
37003.37413270259,0
36981.465054405155,1
36978.36655366898,0
36954.333678781055,0
36947.32792190823,1
36939.47129753698,0
36934.329860113095,0
36928.05328952428,1
36926.33126620692,1
36912.480818377226,0
36910.32791887061,1
36906.46748169069,0
36904.953272800776,0
36872.97943224723,1
36862.37268777506,1
36851.62132722302,0
36839.03377358732,1
36837.35271850065,0
36833.330840680166,0
36829.32792805962,1
36812.32791095169,1
36809.39702528855,0
36803.327932659886,0
36801.33652785816,0
36798.383219363284,0
36796.433229478425,0
36789.483697036514,0
36775.81706852466,0
36755.15804751997,1
36749.37797029305,0
36745.53608175099,0
36744.33986804017,0
36741.327941344236,0
36740.37605183921,0
36735.793735292275,1
36730.42707051209,0
36722.25757531484,1
36719.5646802031,0
36714.384162369184,0
36704.4975420431,0
36692.32794690307,1
36690.552746830625,1
36685.32794604637,0
36669.350402086624,0
36660.476551130414,1
36659.48660602479,0
36648.022340627154,0
36631.32792983437,1
36597.33988900506,1
36596.351313060964,0
36594.42944790737,0
36585.42797301221,0
36584.448478046455,0
36574.49612448644,0
36572.526554381126,1
36569.019518895075,0
36535.327963063144,1
36526.327965734876,0
36508.041861759266,1
36502.32793888438,1
36499.22577034379,1
36467.396582257235,0
36463.56087982794,0
36462.418463715,0
36461.32794518641,1
36448.32797623426,0
36446.9033296929,0
36443.42709560518,0
36426.56181973789,1
36421.54850442405,0
36404.93949357292,1
36397.33658177953,0
36392.50087801088,1
36392.08428227191,1
36380.49802912725,0
36370.42848327721,0
36363.96044318157,1
36358.41229887761,0
36338.41993622447,0
36337.0933356809,0
36335.04479082476,1
36321.72760829318,0
36313.463265263126,0
36284.793799290084,1
36275.50284260546,0
36263.89521558676,0
36260.41754759278,1
36256.08761710941,0
36243.36134866916,0
36241.32799641602,0
36226.71424232249,1
36224.36665014515,0
36148.62998901552,0
36113.41850330739,0
36108.50137051719,0
36103.4223828261,0
36090.454249029164,0
36072.7152014036,1
36070.470447786385,0
36057.38284643961,0
36043.35234409978,0
36042.32857711229,0
36033.34328241495,0
36018.3871235064,0
35974.359483834705,0
35962.42949261237,0
35931.90094728186,1
35920.37187802815,0
35915.47379493003,0
35902.39995915978,0
35893.7176226828,1
35883.343300286215,0
35879.81193196424,1
35864.408535993076,0
35860.33187215915,0
35859.924309886876,1
35855.38615019433,0
35829.04484343983,0
35798.34376856615,0
35798.159609088325,1
35774.49285015941,0
35769.32856244128,0
35759.90337046876,1
35748.53049677913,0
35737.9533833419,1
35729.34090764343,0
35724.62906536739,0
35699.569060603855,0
35674.48999380437,1
35664.08818764007,0
35639.37717822241,0
35635.44623980718,1
35633.48429718893,0
35618.018645120785,0
35612.32805101946,1
35600.77816325589,1
35599.16816828516,1
35595.39428713627,0
35593.52003840031,0
35579.32807151659,0
35577.6057450698,0
35538.991038196604,0
35537.096265503205,0
35519.32805700367,0
35518.463841326186,1
35512.45338954334,0
35510.1196371417,0
35506.472425413434,0
35492.32808532007,1
35468.5395699651,1
35466.33334559179,0
35458.10107378266,0
35452.42956629256,0
35427.3314394512,0
35421.33244305174,0
35405.37671960483,0
35394.90105785406,0
35391.88054926274,1
35380.3562332748,0
35378.32809266832,0
35370.36953982792,0
35360.35145248275,1
35342.37287671992,0
35336.43528660247,0
35318.52584631159,0
35317.86151748418,1
35311.487183209974,0
35297.49103231053,0
35288.35150959366,0
35274.344324224396,0
35273.45718968869,0
35252.32810861303,0
35233.16016250558,0
35227.69912014587,1
35221.794838107424,1
35212.38575817447,0
35156.33483067213,0
35128.92537262931,1
35125.33966021123,0
35116.32812404155,1
35113.329100286704,0
35061.795357235824,1
35038.66960489715,1
35005.83201137802,0
35004.79345718224,0
34989.96398590191,1
34985.87489478849,1
34968.44389179861,0
34964.56679087714,0
34939.362463561934,0
34919.328143088846,0
34915.74206050439,0
34896.967310069245,1
34895.50390445418,0
34891.32814626524,0
34885.40820517205,0
34871.946328534395,1
34869.531043854426,0
34861.46820839308,1
34846.328150737914,1
34834.44965886045,0
34825.9472965576,1
34804.32816108724,1
34786.35391722957,0
34746.328143678256,1
34745.32815661142,1
34741.32817940321,0
34737.32814634999,1
34734.47105217946,0
34731.332528114435,0
34721.32816720172,1
34680.38297473092,0
34677.699197389884,0
34676.80777378869,1
34668.32817156357,0
34624.07596853073,1
34619.313590346836,1
34614.328180991,0
34612.41205101099,0
34610.328181444784,1
34599.374415606144,0
34575.53874351329,1
34571.4572620691,0
34547.45107110054,0
34543.936377417645,0
34536.55681432318,0
34533.61635695642,1
34524.32818955043,0
34513.7892350998,1
34508.019728323095,0
34491.32819494477,1
34474.89875390602,0
34472.96351611649,1
34471.98448264785,1
34453.35922698048,0
34448.544435995165,1
34434.32818072382,1
34425.85074233182,1
34422.328186018975,1
34410.407339390134,0
34394.07929268817,1
34388.3963209549,0
34381.43970819726,0
34359.3281875815,1
34356.369663550635,0
34353.11973098945,1
34342.36067616579,0
34328.723028192646,0
34317.87210223649,1
34312.328211949905,0
34288.47351315711,1
34276.11499807227,1
34254.84833124757,1
34252.4239627535,0
34242.959762786864,0
34236.46778076608,0
34228.86450336012,1
34185.41350578249,0
34174.42016711517,0
34160.408262576675,0
34150.41685526993,0
34109.32823828072,1
34108.44160967553,0
34100.439238243736,0
34095.38588808291,0
34092.72545701347,1
34088.352076838026,0
34081.516855415306,0
34073.50735637534,0
34062.85406785889,1
34061.46971107274,0
34057.93596774363,1
34052.36399591656,0
34032.328245365294,1
34010.753584508086,1
33996.3706506968,0
33954.635457316996,0
33911.632145267096,1
33905.77500271611,0
33904.46927275148,0
33871.38544938387,0
33854.8269880485,1
33848.37025449076,0
33834.6149899211,0
33831.408295160276,1
33805.82882975368,0
33781.73501778161,1
33764.16749040643,0
33732.54404254048,1
33730.26462911046,1
33719.03982092056,0
33711.34546997666,0
33704.75073522527,0
33703.35647149733,1
33688.48597229563,0
33673.406396090635,0
33663.08315110463,1
33658.88505297806,1
33632.00696349947,1
33625.83841917699,0
33605.33403546305,0
33599.41405078943,0
33581.457381858374,0
33554.39453058981,0
33495.70026582142,1
33492.48931537103,0
33489.328305315226,0
33467.384052829235,1
33466.81794191222,0
33465.521713877446,0
33457.49077864969,1
33453.32831600204,1
33423.44738876319,0
33420.409776824876,0
33402.36552856024,0
33390.3283198477,1
33379.356923581334,0
33345.328321651206,0
33325.56362601649,0
33323.06704479561,1
33319.04223175754,1
33317.45508800377,0
33315.86035352852,1
33299.65078266873,0
33295.513131454936,0
33291.35841964127,0
33270.32833015965,0
33255.57552407426,0
33230.39360863902,0
33219.32833594538,0
33209.796996071236,0
33200.911283089896,1
33173.76222309598,1
33150.081774982275,1
33141.777004860574,0
33140.05894105253,1
33130.94893268496,1
33127.46981309657,0
33122.328339081956,1
33117.02893978078,1
33102.82747632486,1
33089.61887573439,1
33085.526028342894,0
33076.59509606834,0
33070.13988367352,1
33049.765597816906,1
33045.89321095112,1
33042.34171911015,0
33000.43033283937,0
32982.05279930704,0
32977.00372653932,1
32965.096553982235,1
32958.35272463912,0
32944.7808250268,1
32913.586530183326,1
32906.56271621864,1
32899.94419096655,0
32898.32838061475,0
32836.720896043116,0
32823.83225324366,1
32792.88374540908,0
32792.06230880611,1
32762.51319291652,0
32758.58706486551,0
32753.138129874016,1
32747.38794279669,0
32730.40128112689,1
32703.609404304763,0
32691.199465281912,0
32678.478449896793,0
32673.86847154412,1
32662.417074891622,0
32644.969454469043,1
32585.38987358287,0
32584.762779579498,1
32563.829503707937,0
32547.050938796718,0
32544.46035507694,0
32523.547991527594,0
32503.278565629502,1
32488.32841824123,1
32467.415587889496,0
32430.96567271941,1
32408.328434552066,0
32397.716591380187,0
32373.40560224792,0
32366.51468291087,0
32336.419918938424,0
32325.60708585265,0
32315.328438499593,0
32311.51328072464,0
32304.905677385745,1
32299.72708962974,1
32285.328443553764,0
32281.69238595164,1
32278.328984860564,0
32263.20813582267,1
32253.782806003466,1
32241.789505380206,0
32237.36323552113,0
32228.328450020053,1
32224.459436383913,0
32220.776610495755,1
32216.48374276585,0
32216.16571704822,1
32212.40087508445,1
32210.215785073466,1
32190.035708220792,1
32170.36466690502,0
32166.41895107471,0
32152.560421351343,0
32150.3284398322,0
32149.845699638478,1
32145.484687189455,0
32143.88665453694,0
32140.43279837328,0
32131.433280905127,0
32127.740444197087,1
32104.725262896623,1
32073.790450278437,1
32070.479514671722,0
32063.43086723576,0
32055.779514607042,1
32046.905724862125,1
32034.44040494517,1
32032.328470604494,0
32030.328470831388,0
32024.121445801924,1
32014.3975828205,0
31997.984306712984,1
31992.552365075797,0
31967.335169620346,0
31963.478508560802,1
31949.37233968731,0
31946.376178534585,0
31941.335204062983,0
31913.527113679564,0
31906.33517904568,0
31903.06242189335,0
31893.328486373415,0
31891.32848990173,1
31890.43947363214,0
31877.481357494486,1
31850.328496203758,1
31839.35757574928,0
31834.71619683469,1
31830.083404792123,0
31814.84712809231,1
31810.99241765449,1
31805.019545156858,1
31803.870016393834,1
31798.480959841632,0
31794.868591706036,1
31767.328503968893,1
31759.32850817789,0
31697.328508608625,0
31683.35235794133,0
31645.328516158508,1
31624.32850902248,1
31609.658116406412,0
31576.34092368849,1
31518.391914630076,0
31517.74578658503,0
31511.453823185875,0
31492.32852958166,1
31482.198177635437,1
31452.338603912038,0
31450.784349027323,1
31449.328527224716,1
31445.328537196736,0
31434.4047690155,0
31423.817237099982,0
31416.6981205591,1
31399.386181110982,0
31351.48572342703,1
31349.548650509445,0
31337.63052670972,1
31329.401423309813,0
31305.39001859969,0
31299.388575220364,0
31293.043878808618,0
31277.435730930418,0
31248.97913452529,0
31245.741015741718,0
31234.328561133705,0
31230.981531466707,0
31198.052988724783,1
31173.11581752845,1
31171.328568280675,0
31142.32856763678,1
31133.97726196074,0
31130.328572931932,0
31125.58527870127,0
31121.499563020654,0
31104.364328213152,0
31101.73245625419,1
31095.403824311914,1
31076.32857905794,0
31054.345275273663,0
31048.159165145247,1
31043.003464112524,1
31030.46053002309,0
31010.399137688917,0
31002.60861419316,1
30991.711024774006,0
30975.328590515885,0
30957.338136992883,0
30950.328585484414,1
30947.596289397683,0
30942.278721286566,0
30936.491971211042,0
30920.44294154737,0
30897.7135172172,0
30893.143992573023,1
30877.41149259801,0
30871.49198881397,0
30855.32860412926,0
30848.328604923445,0
30845.00111640722,0
30826.361007520114,0
30785.372931472608,0
30786.457232321496,0
30787.328616795712,0
30788.43055678613,0
30789.491516041802,0
30790.328622039873,0
30791.32862586016,1
30793.021111391135,0
30793.45056409645,0
30794.328627170646,1
30795.328621472698,0
30796.328621359193,0
30797.328622896457,0
30798.441992768436,0
30799.47152543417,0
30800.328620905406,0
30802.063008767553,1
30802.328616744722,0
30803.32861498068,1
30804.32862045162,0
30805.602004734334,0
30806.328616290935,0
30808.14969192515,0
30782.86108430801,1
30758.328615133534,0
30752.407674257876,1
30750.449126321357,0
30741.811545245117,1
30729.349114291836,1
30727.888725803583,0
30723.328619103995,0
30714.446291608387,0
30713.3514962584,0
30705.328626098228,0
30672.80542808294,1
30662.653447723715,1
30640.405330106034,0
30629.35598410142,0
30625.38775577338,0
30586.328636296792,1
30581.899215625133,0
30570.98921862757,1
30523.18782020663,1
30520.328645434813,1
30512.328646342386,1
30508.401540436782,0
30502.511557663092,0
30500.932081492618,1
30480.06496918085,1
30478.562520259176,0
30476.366310510086,1
30465.328651674325,1
30460.465374745312,0
30441.328651095508,0
30417.496762855444,0
30411.505362330237,1
30402.459203069913,0
30395.451066124253,1
30394.352533059777,0
30366.79967013665,0
30350.32867030485,0
30328.587307662354,1
30315.642072421033,0
30261.07069375238,1
30259.503983028,0
30234.48351335479,1
30223.03927551792,1
30216.10070064629,1
30209.423495415365,0
30163.419207192957,0
30131.980204958585,1
30111.513001182,0
30110.4606327418,1
30096.530189302866,0
30090.850209175376,0
30067.442536262213,0
30024.054576453054,1
30013.204541876912,1
30010.765918828314,0
29988.41070420982,0
29953.931644109543,1
29943.328707591165,0
29938.653612761293,0
29936.328708385234,0
29934.514031416853,0
29924.401586522697,0
29895.42731109145,0
29893.44636048877,0
29891.37968384754,0
29888.41778076731,0
29851.39971796854,1
29850.986439302564,1
29810.32872763148,0
29769.32873228274,0
29749.43304196291,0
29741.39446776302,0
29728.328731981805,0
29726.34445575357,0
29687.328736633062,0
29684.52734825539,0
29675.016953691724,1
29669.528311221977,0
29668.328738788492,0
29660.328739696066,0
29658.34019794932,0
29653.32874049025,0
29652.32874225441,0
29650.328742481302,0
29649.33161373937,0
29619.328744347324,0
29610.328748669708,0
29583.32872546115,1
29579.328748885076,0
29573.328749565757,0
29566.328750359942,0
29560.328751040623,0
29552.374962412752,0
29549.32875228848,0
29540.32875496021,0
29537.33357551752,1
29521.53210663749,0
29512.32875648595,0
29508.328756939736,0
29499.3287579607,0
29491.430733900517,1
29485.04171716224,0
29473.925020428956,1
29463.87883091008,0
29456.337817301857,0
29428.332114423392,0
29388.37832590216,0
29385.82411174348,1
29384.32877430832,0
29381.36498222931,0
29369.470738064032,1
29363.364017863292,0
29357.32877572067,1
29356.328774183406,0
29355.328775947564,1
29345.725495034014,1
29333.735984955914,1
29320.068419167772,1
29315.90414156532,1
29312.993168697227,0
29303.042689003283,1
29273.631712188362,0
29267.32878593076,1
29264.32877116825,1
29262.443133572815,0
29260.388360717334,0
29259.416426824406,0
29258.3474103068,0
29244.586459684302,0
29243.56977625133,0
29237.328787683276,0
29224.32878294133,1
29223.6688492737,1
29209.328790859785,0
29199.79743175127,1
29181.342166783288,0
29178.076120149926,1
29174.562653222587,0
29171.748381905956,1
29166.78317087132,1
29148.32877315895,1
29146.877456541173,0
29145.991742652142,1
29142.07034434122,1
29140.365015240735,0
29131.328775087488,1
29119.328802720644,1
29113.328803401324,1
29096.382667793776,0
29090.841256988468,1
29087.358877470368,0
29077.328810786712,0
29064.328784339014,1
29052.572674403316,1
29049.435503343237,0
29042.43884902168,0
29038.529827498132,0
29018.96843994537,1
29010.86080517678,1
29002.4383860894,1
29000.761298194295,1
28993.41408185824,1
28992.424090353306,0
28981.97653767001,1
28897.883657570696,1
28889.328827162157,0
28887.862725453917,1
28880.080821138923,1
28825.394580453518,0
28821.351734807948,0
28814.382678079768,0
28812.777458977886,1
28778.357949387166,0
28771.338855480426,0
28759.449892885983,0
28757.569364635856,0
28748.328846459393,0
28739.22135427408,1
28725.904248665902,0
28700.70416606567,1
28698.362662452506,1
28694.32885423617,0
28686.70418286766,1
28654.46462889854,0
28651.808918303228,1
28636.328831242747,1
28629.553168197977,0
28625.384621143574,0
28621.89373050502,1
28617.46990142332,0
28613.5793933986,0
28602.343637378304,0
28601.687964875484,1
28596.418867008644,1
28584.504607585724,1
28574.348861367675,1
28571.328866539057,1
28566.32886710635,1
28546.61851389776,1
28536.328867208213,0
28525.328870106954,1
28524.328868569573,0
28521.917601940804,0
28515.133304774878,1
28510.48225337162,0
28501.99947127956,1
28482.356997655123,0
28479.32887862681,1
28475.328879080596,1
28473.590868841624,0
28470.787511742208,0
28468.76846645458,1
28451.862778227078,1
28447.979489151156,1
28440.365569246584,0
28423.459409550996,0
28421.54130947811,0
28412.791807165486,1
28407.328886794858,1
28374.32888558635,0
28356.44893485075,0
28349.96991855686,1
28341.856593081146,1
28335.328893312137,1
28335.093762270524,1
28328.904724196065,0
28326.47893648513,0
28324.068058984703,1
28306.37082903227,0
28302.417042562272,0
28294.559880979592,1
28292.328894888866,0
28283.377986510866,1
28269.717548857094,1
28268.957097051432,1
28258.443227469572,0
28252.32890272804,1
28242.465150232194,0
28233.32890158205,0
28209.328907606192,1
28203.328908286872,1
28200.290939111845,1
28197.429903461714,0
28196.74800890067,1
28192.98091789428,0
28189.410872338107,0
28188.53324443358,1
28183.335583793465,0
28181.417489752756,1
28166.738961996976,1
28163.328912824625,1
28161.633707173285,1
