Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
3abb7c77-1634-4083-9a9f-861068220611,0.9975740111324569,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,0.9090909090909091,0.4444444444444444,No,No,Modified,0
e5c3beca-a0b6-4b3f-8c01-0919fb9ca3f2,0.9975001231466436,API,Referral Sites,No,No,0.02390438247011952,0.4282570422535211,0.10909090909090909,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Select,Select,02.Medium,02.Medium,0.5454545454545455,0.22222222222222232,No,No,Modified,0
82cb5fb0-2d97-4a39-a630-ab5fe2e7f18c,0.9973523471750152,Landing Page Submission,Google,No,No,0.02390438247011952,0.7429577464788732,0.05454545454545454,Page Visited on Website,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,0.7272727272727274,0.7777777777777779,No,No,Page Visited on Website,1
4512c16a-e96a-4459-b9ec-c7d8fe8c4880,0.9971922565390869,API,Organic Search,No,No,0.01195219123505976,0.043133802816901406,0.05454545454545454,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Select,Select,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Modified,0
c4419c99-b002-408b-a6fd-fa100716592c,0.9968228166100186,Landing Page Submission,Google,No,No,0.00398406374501992,0.10255281690140845,0.01818181818181818,Unreachable,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,0.5454545454545455,0.6666666666666667,No,No,Modified,0
fd71ab5b-53b8-4105-9960-efedc44962fa,0.996810501945717,API,Google,No,No,0.01593625498007968,0.1659330985915493,0.024181818181818183,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,In confusion whether part time or DLP,Worst,No,No,Potential Lead,Select,02.Medium,02.Medium,0.7272727272727274,0.5555555555555556,No,No,Modified,0
8fd38b83-5c32-4277-bcfb-499f34a01c56,0.996724299295602,Landing Page Submission,Google,No,No,0.00398406374501992,0.44586267605633806,0.01818181818181818,Converted to Lead,India,"Banking, Investment And Insurance",Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,1.0000000000000002,No,No,Modified,1
ecbc6e69-29a9-44bf-804a-13079ef301bc,0.9966011526525786,Landing Page Submission,Google,No,No,0.01593625498007968,0.3393485915492958,0.07272727272727272,Email Link Clicked,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,0.6363636363636364,0.7777777777777779,No,No,Email Link Clicked,0
ecd117ca-375f-49ea-afd6-b52b84d00c69,0.996564208659672,API,Google,No,No,0.02390438247011952,0.5004401408450704,0.02727272727272727,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.6363636363636364,0.7777777777777779,No,Yes,Email Opened,1
31c326f0-4a9b-43a6-9006-99d3830fbcae,0.996428747352347,Landing Page Submission,Google,No,No,0.01195219123505976,0.47007042253521125,0.05454545454545454,Form Submitted on Website,India,Travel and Tourism,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,0.6363636363636364,0.5555555555555556,No,No,Modified,1
c494aca4-8c8e-4081-9784-41eb6346015e,0.9962440273878137,Landing Page Submission,Organic Search,No,No,0.01593625498007968,0.44014084507042256,0.03636363636363636,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,03.Low,01.High,0.36363636363636365,0.7777777777777779,No,Yes,Email Opened,1
6d143c0e-abae-425f-a2c0-52c2946cbd45,0.9961455100733954,Landing Page Submission,Google,No,No,0.02390438247011952,0.5787852112676056,0.10909090909090909,Email Opened,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,0.8888888888888891,No,No,Email Opened,1
8247051c-f838-4a41-b39c-1f0b44c3d5e6,0.9961331954090937,Landing Page Submission,Direct Traffic,No,No,0.0199203187250996,0.0801056338028169,0.09090909090909091,Email Opened,India,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,02.Medium,01.High,0.5454545454545455,0.7777777777777779,No,No,Email Opened,0
b3455e2e-8236-478a-b1aa-666ad3381722,0.9959731047731637,API,Google,No,No,0.01195219123505976,0.03433098591549296,0.05454545454545454,Unreachable,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,0.8181818181818182,0.7777777777777779,No,No,Unreachable,1
da8c5ce5-52b5-4a4e-bf75-e533d2aca52c,0.9958745874587454,Landing Page Submission,Direct Traffic,No,No,0.027888446215139442,0.5167253521126761,0.06363636363636363,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,0.7272727272727274,0.7777777777777779,No,Yes,Email Opened,1
d2055a36-b268-43a0-beeb-9a715f6a660d,0.995529776858282,API,Google,No,No,0.01195219123505976,0.03873239436619719,0.02727272727272727,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,0.5454545454545455,0.4444444444444444,No,No,Modified,0
c7d82991-3477-40ca-a616-db2d09228a55,0.9953696862223538,API,Referral Sites,No,No,0.01593625498007968,0.09815140845070423,0.03636363636363636,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Select,Select,02.Medium,02.Medium,0.7272727272727274,0.22222222222222232,No,No,Modified,0
5af0914a-fa65-48e1-b11e-b44849206dc3,0.9950987636077038,API,Organic Search,No,No,0.01195219123505976,0.032570422535211266,0.02727272727272727,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,0.4545454545454545,0.4444444444444444,No,No,Modified,0
bc19e116-132c-4e00-a3fa-caa1ddda2f4e,0.9950248756218905,Landing Page Submission,Organic Search,No,No,0.01593625498007968,0.007042253521126761,0.03636363636363636,Page Visited on Website,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,0.6666666666666667,No,Yes,Modified,1
30422ea1-36fe-465e-9e68-41ee190fefb3,0.9948770996502638,API,Referral Sites,No,No,0.01195219123505976,0.043133802816901406,0.05454545454545454,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Modified,1
a8ecfc52-9988-498a-9a21-df747891b847,0.9947662676715439,Landing Page Submission,Google,No,No,0.01593625498007968,0.7139084507042254,0.07272727272727272,Unreachable,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,03.Low,01.High,0.4545454545454545,0.7777777777777779,No,No,Modified,0
e60a54bc-0816-430e-a99a-019a8b5a27e5,0.9942121077779422,Landing Page Submission,Google,No,No,0.0199203187250996,0.2477992957746479,0.09090909090909091,Email Opened,India,Finance Management,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.5454545454545455,1.0000000000000002,No,No,Email Opened,1
e50b7515-b5a5-4691-a450-5e28ba99b472,0.9940643318063156,API,Google,No,No,0.00796812749003984,0.136443661971831,0.03636363636363636,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Email Link Clicked,0
d6686032-c65e-4495-a0f4-ba7471209356,0.9938303531845722,Landing Page Submission,Google,No,No,0.01593625498007968,0.011003521126760564,0.07272727272727272,Email Opened,India,Operations Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,0.6363636363636364,0.8888888888888891,No,No,Email Opened,1
daebea93-20bd-48be-b89b-85c7711ca0d7,0.9938180385202706,API,Direct Traffic,No,No,0.01195219123505976,0.1505281690140845,0.05454545454545454,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Select,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Email Opened,0
3ec75559-60f8-46f0-9198-bd3d05c464aa,0.9936579478843406,Landing Page Submission,Organic Search,Yes,No,0.027888446215139442,0.01672535211267606,0.12727272727272726,Unsubscribed,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,0.5454545454545455,0.7777777777777779,No,Yes,Unsubscribed,0
d262e52a-b8e1-4164-b869-bb199ddf75a9,0.9935717452342256,API,Google,No,No,0.0199203187250996,0.08758802816901409,0.09090909090909091,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Email Opened,0
abc432ac-7393-4312-b49f-c43702397416,0.9934239692625972,Landing Page Submission,Google,No,No,0.0199203187250996,0.09771126760563381,0.09090909090909091,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,0.5454545454545455,0.7777777777777779,No,No,Email Opened,0
85195b85-b384-4745-8e50-719566f70f52,0.9933131372838773,Landing Page Submission,Direct Traffic,No,No,0.02390438247011952,0.1210387323943662,0.05454545454545454,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,in touch with EINS,,No,No,Select,Mumbai,03.Low,01.High,0.2727272727272728,0.7777777777777779,No,Yes,Email Opened,0
fd31b6df-f961-43ba-8e81-618ce5aabfe5,0.9931407319836456,Landing Page Submission,Google,No,No,0.01593625498007968,0.12632042253521128,0.03636363636363636,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,0.5454545454545455,0.7777777777777779,No,No,Email Opened,0
18633077-5162-4cc6-8728-bc25f7a32fd1,0.9930668439978323,Landing Page Submission,Direct Traffic,No,No,0.00796812749003984,0.24075704225352113,0.03636363636363636,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,1.0000000000000002,No,Yes,Email Opened,0
3f04fd93-2884-45f6-a4fc-f3b6f234554b,0.9928082360474857,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,0.9090909090909091,0.4444444444444444,No,No,Modified,0
86681269-67b1-4909-90c0-216136535815,0.9927589773902756,API,Google,No,No,0.02390438247011952,0.5391725352112676,0.10909090909090909,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Worst,No,No,Other Leads,Thane & Outskirts,03.Low,02.Medium,0.4545454545454545,0.4444444444444444,No,No,Modified,0
319325b3-50b3-45d0-b730-c9df0b30b9ea,0.992500369439929,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,0.9090909090909091,0.4444444444444444,No,No,Modified,0
2def8175-7a88-405a-a932-669cacf60230,0.9919954682035375,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,0.7272727272727274,0.5555555555555556,No,No,Modified,1
1f13cede-ebf7-4e65-84ee-7d76e86a9094,0.9917861189103991,Landing Page Submission,Google,No,No,0.0199203187250996,0.07042253521126761,0.09090909090909091,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,01.High,01.High,0.9090909090909091,0.7777777777777779,No,No,Email Opened,0
8597dacd-0b33-4b4f-ad9e-a9df020afd48,0.9917738042460957,Landing Page Submission,Organic Search,No,No,0.02390438247011952,0.17341549295774647,0.03636363636363636,Unreachable,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,0.5454545454545455,0.4444444444444444,No,Yes,Modified,0
833153b1-e44b-4260-a4cc-5ef310cc548c,0.9915398256243542,API,Google,No,No,0.02390438247011952,0.12588028169014084,0.02727272727272727,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,0.8181818181818182,0.4444444444444444,No,No,Modified,0
b9984279-2d76-41e0-a5f3-e14d6ff68f20,0.9915151962957491,API,Organic Search,No,No,0.027888446215139442,0.04225352112676056,0.04236363636363636,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,0.5454545454545455,0.4444444444444444,No,No,Email Opened,0
165a8ed0-7155-4b32-bb21-b356c51e0412,0.9912935323383092,API,Organic Search,No,No,0.00796812749003984,0.00528169014084507,0.03636363636363636,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Select,02.Medium,02.Medium,0.7272727272727274,0.4444444444444444,No,No,Email Opened,0
59e722da-edff-43d9-af61-f5c8bcc986c4,0.9908994630806358,Landing Page Submission,Referral Sites,No,No,0.05179282868525896,0.19190140845070422,0.23636363636363636,Form Submitted on Website,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,02.Medium,0.7272727272727274,0.22222222222222232,No,No,Modified,1
171defdc-6c7b-4486-9a3b-527de447d2d5,0.9904684498300576,API,Referral Sites,No,No,0.03187250996015936,0.39744718309859156,0.14545454545454545,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,01.High,02.Medium,0.8181818181818182,0.4444444444444444,No,No,Page Visited on Website,1
d93bfdc0-4719-4f0a-ad6b-31070823dfbb,0.990209841879711,Landing Page Submission,Organic Search,No,No,0.06772908366533864,0.1800176056338028,0.15454545454545454,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,02.Medium,01.High,0.6363636363636364,0.7777777777777779,No,Yes,Modified,0
d22bfe40-a444-4e97-b6b7-ccf40117710b,0.9901482685581993,Landing Page Submission,Referral Sites,No,No,0.043824701195219126,0.30149647887323944,0.09999999999999999,Email Opened,India,Services Excellence,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Select,Thane & Outskirts,03.Low,02.Medium,0.36363636363636365,0.22222222222222232,No,Yes,Email Opened,0
b90b70b9-5e60-41a5-87da-5eb753fc3391,0.990074380572386,API,Google,No,No,0.01593625498007968,0.09375,0.07272727272727272,Form Submitted on Website,India,International Business,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Mumbai,02.Medium,02.Medium,0.5454545454545455,0.5555555555555556,No,No,Modified,0
aa613715-ff22-429d-9fbb-92da56b827aa,0.9900004925865726,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,0.6363636363636364,0.4444444444444444,No,No,Email Opened,0
0327a12a-51cb-4782-a029-cc824e614833,0.9899142899364559,API,Organic Search,No,No,0.027888446215139442,0.6461267605633803,0.06363636363636363,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,0.7777777777777779,No,No,Modified,1
dba70a60-f322-4372-b7d5-3d24026a4750,0.9896433673218077,API,Olark Chat,No,No,0.0,0.0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,0.7272727272727274,0.4444444444444444,No,No,Modified,0
3ee81e25-e280-428d-94a8-af0178917bf5,0.989557164671691,Landing Page Submission,Direct Traffic,No,No,0.01593625498007968,0.6316021126760564,0.07272727272727272,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,03.Low,01.High,0.4545454545454545,0.7777777777777779,No,Yes,Email Opened,1
a66b2a39-2f12-4eb4-b6e3-065d88ccf980,0.9893847593714593,Landing Page Submission,Google,No,No,0.00398406374501992,0.06910211267605634,0.01818181818181818,Converted to Lead,India,Hospitality Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,0.7272727272727274,0.33333333333333326,No,No,Modified,1
ee859f2e-a35f-4d2e-980e-8163da8ca667,0.9891138367568093,API,Google,No,No,0.01195219123505976,0.38952464788732394,0.02727272727272727,Had a Phone Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,0.7272727272727274,0.7777777777777779,No,No,Had a Phone Conversation,1
34571884-9e2f-404c-bc30-d5e09309b06a,0.989064578099601,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,0.7272727272727274,0.5555555555555556,No,No,Modified,1
002233e4-c3d5-4a78-b64e-fa9b7fdef393,0.9888675434707643,API,Olark Chat,No,No,0.0,0.0,0.0,View in browser link Clicked,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Other Leads,Select,03.Low,02.Medium,0.4545454545454545,0.33333333333333326,No,No,Modified,0
991c2560-128d-4222-a4c6-5aa393c4fafa,0.9888305994778577,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,0.7272727272727274,0.4444444444444444,No,No,Modified,0
671f2615-8210-4792-abdd-a1588060cd27,0.9886951381705327,Landing Page Submission,Direct Traffic,No,No,0.00398406374501992,0.7526408450704225,0.01818181818181818,Converted to Lead,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Potential Lead,Thane & Outskirts,01.High,01.High,0.8181818181818182,0.8888888888888891,No,Yes,Modified,0
